	X:TIME(s)	Y:Acc1_Relative-RevJoint1(rad/s^2)	Y:Acc1_Relative-RevJoint2(rad/s^2)	Y:Acc1_Relative-RevJoint3(rad/s^2)	Y:Acc1_Relative-RevJoint4(rad/s^2)	Y:Acc1_Relative-RevJoint5(rad/s^2)	Y:Acc1_Relative-RevJoint6(rad/s^2)	Y:Driving_Torque-RevJoint1(N*m)	Y:Driving_Torque-RevJoint2(N*m)	Y:Driving_Torque-RevJoint3(N*m)	Y:Driving_Torque-RevJoint4(N*m)	Y:Driving_Torque-RevJoint5(N*m)	Y:Driving_Torque-RevJoint6(N*m)
  1.43500000000e-001  1.00000000000e+000  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  1.20122786277e+000  6.84440295049e-001  5.64020697456e-001  2.29194449357e-001  1.61243764490e-001  1.42394087861e-002
  1.45200000000e-001  1.00000000000e+000  9.99999999987e-001  9.99999999987e-001  9.99999999987e-001  9.99999999987e-001  9.99999999987e-001  1.20070765559e+000  6.83963527121e-001  5.63705070971e-001  2.28916856570e-001  1.61159377806e-001  1.41795512942e-002
  1.46800000000e-001  1.00000000000e+000  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  1.20021188390e+000  6.83509190467e-001  5.63404192190e-001  2.28652359857e-001  1.61078849897e-001  1.41225571242e-002
  1.48400000000e-001  1.00000000000e+000  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  1.19971011589e+000  6.83049394525e-001  5.63099597058e-001  2.28384720451e-001  1.60997244010e-001  1.40649248506e-002
  1.50000000000e-001  1.00000000000e+000  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  1.19920233360e+000  6.82584123953e-001  5.62791272216e-001  2.28113930694e-001  1.60914553897e-001  1.40066541559e-002
  1.51600000000e-001  1.00000000000e+000  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  1.19868851884e+000  6.82113363263e-001  5.62479204182e-001  2.27839982866e-001  1.60830773246e-001  1.39477447262e-002
  1.53200000000e-001  1.00000000000e+000  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  1.19816865329e+000  6.81637096826e-001  5.62163379346e-001  2.27562869182e-001  1.60745895690e-001  1.38881962512e-002
  1.54800000000e-001  1.00000000000e+000  9.99999999989e-001  9.99999999989e-001  9.99999999989e-001  9.99999999989e-001  9.99999999989e-001  1.19764271845e+000  6.81155308861e-001  5.61843783976e-001  2.27282581793e-001  1.60659914799e-001  1.38280084240e-002
  1.56500000000e-001  1.00000000000e+000  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  1.19707724166e+000  6.80637341384e-001  5.61500067008e-001  2.26981290151e-001  1.60567343918e-001  1.37633579793e-002
  1.58100000000e-001  1.00000000000e+000  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  1.19653872975e+000  6.80144114828e-001  5.61172651012e-001  2.26694431935e-001  1.60479066846e-001  1.37018505375e-002
  1.59700000000e-001  1.00000000000e+000  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  1.19599409083e+000  6.79645317533e-001  5.60841421656e-001  2.26404375585e-001  1.60389666386e-001  1.36397028304e-002
  1.61300000000e-001  1.00000000000e+000  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  1.19544330574e+000  6.79140933143e-001  5.60506364711e-001  2.26111113000e-001  1.60299135874e-001  1.35769145692e-002
  1.62900000000e-001  1.00000000000e+000  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  1.19488635510e+000  6.78630945157e-001  5.60167465823e-001  2.25814636016e-001  1.60207468586e-001  1.35134854697e-002
  1.64500000000e-001  1.00000000000e+000  9.99999999986e-001  9.99999999986e-001  9.99999999986e-001  9.99999999986e-001  9.99999999986e-001  1.19432321942e+000  6.78115336936e-001  5.59824710521e-001  2.25514936413e-001  1.60114657740e-001  1.34494152534e-002
  1.66100000000e-001  1.00000000000e+000  9.99999999987e-001  9.99999999987e-001  9.99999999987e-001  9.99999999987e-001  9.99999999987e-001  1.19375387902e+000  6.77594091701e-001  5.59478084211e-001  2.25212005908e-001  1.60020696499e-001  1.33847036468e-002
  1.67700000000e-001  1.00000000000e+000  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  1.19317831405e+000  6.77067192533e-001  5.59127572184e-001  2.24905836162e-001  1.59925577968e-001  1.33193503822e-002
  1.69400000000e-001  1.00000000000e+000  9.99999999987e-001  9.99999999987e-001  9.99999999987e-001  9.99999999987e-001  9.99999999987e-001  1.19255993362e+000  6.76501148056e-001  5.58750878973e-001  2.24576972166e-001  1.59823238706e-001  1.32492091794e-002
  1.71000000000e-001  1.00000000000e+000  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  1.19197146713e+000  6.75962533632e-001  5.58392305689e-001  2.24264094898e-001  1.59725711248e-001  1.31825316755e-002
  1.72600000000e-001  1.00000000000e+000  9.99999999987e-001  9.99999999987e-001  9.99999999987e-001  9.99999999987e-001  9.99999999987e-001  1.19137671432e+000  6.75418212609e-001  5.58029800904e-001  2.23947952492e-001  1.59627005035e-001  1.31152117319e-002
  1.74200000000e-001  1.00000000000e+000  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  1.19077565469e+000  6.74868167512e-001  5.57663349432e-001  2.23628536375e-001  1.59527112944e-001  1.30472491065e-002
  1.75800000000e-001  1.00000000000e+000  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  1.19016826759e+000  6.74312380734e-001  5.57292935974e-001  2.23305837924e-001  1.59426027801e-001  1.29786435642e-002
  1.77400000000e-001  1.00000000000e+000  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  1.18955453222e+000  6.73750834530e-001  5.56918545114e-001  2.22979848458e-001  1.59323742371e-001  1.29093948771e-002
  1.79000000000e-001  1.00000000000e+000  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  1.18893442760e+000  6.73183511026e-001  5.56540161323e-001  2.22650559243e-001  1.59220249370e-001  1.28395028247e-002
  1.80600000000e-001  1.00000000000e+000  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  1.18830793263e+000  6.72610392213e-001  5.56157768962e-001  2.22317961494e-001  1.59115541458e-001  1.27689671944e-002
  1.82300000000e-001  1.00000000000e+000  9.99999999992e-001  9.99999999992e-001  9.99999999992e-001  9.99999999992e-001  9.99999999992e-001  1.18763525599e+000  6.71995083244e-001  5.55747067254e-001  2.21960941329e-001  1.59002949847e-001  1.26933176881e-002
  1.83900000000e-001  1.00000000000e+000  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  1.18699551356e+000  6.71409954174e-001  5.55356357343e-001  2.21621491760e-001  1.58895712770e-001  1.26214540413e-002
  1.85500000000e-001  1.00000000000e+000  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  1.18634931514e+000  6.70818973833e-001  5.54961590271e-001  2.21278706429e-001  1.58787237970e-001  1.25489462161e-002
  1.87100000000e-001  1.00000000000e+000  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  1.18569663899e+000  6.70222123683e-001  5.54562749949e-001  2.20932576346e-001  1.58677517893e-001  1.24757940341e-002
  1.88700000000e-001  1.00000000000e+000  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  1.18503746323e+000  6.69619385062e-001  5.54159820178e-001  2.20583092468e-001  1.58566544930e-001  1.24019973259e-002
  1.90300000000e-001  1.00000000000e+000  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  1.18437176583e+000  6.69010739179e-001  5.53752784654e-001  2.20230245706e-001  1.58454311423e-001  1.23275559313e-002
  1.91900000000e-001  1.00000000000e+000  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  1.18369952460e+000  6.68396167118e-001  5.53341626965e-001  2.19874026925e-001  1.58340809661e-001  1.22524697004e-002
  1.93500000000e-001  1.00000000000e+000  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  1.18302071720e+000  6.67775649836e-001  5.52926330594e-001  2.19514426941e-001  1.58226031881e-001  1.21767384924e-002
  1.95200000000e-001  1.00000000000e+000  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  1.18229226464e+000  6.67109814588e-001  5.52480524839e-001  2.19128636841e-001  1.58102673616e-001  1.20955672352e-002
  1.96800000000e-001  1.00000000000e+000  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  1.18159984339e+000  6.66476974622e-001  5.52056639825e-001  2.18762033932e-001  1.57985239324e-001  1.20185053630e-002
  1.98400000000e-001  1.00000000000e+000  9.99999999990e-001  9.99999999990e-001  9.99999999990e-001  9.99999999990e-001  9.99999999990e-001  1.18090078670e+000  6.65838130354e-001  5.51628564895e-001  2.18392021418e-001  1.57866504933e-001  1.19407981487e-002
  2.00000000000e-001  1.00000000000e+000  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  1.18019507164e+000  6.65193262243e-001  5.51196283115e-001  2.18018589937e-001  1.57746462478e-001  1.18624454955e-002
  2.01600000000e-001  1.00000000000e+000  9.99999999986e-001  9.99999999986e-001  9.99999999986e-001  9.99999999986e-001  9.99999999986e-001  1.17948267516e+000  6.64542350631e-001  5.50759777444e-001  2.17641730083e-001  1.57625103947e-001  1.17834473177e-002
  2.03200000000e-001  1.00000000000e+000  9.99999999987e-001  9.99999999987e-001  9.99999999987e-001  9.99999999987e-001  9.99999999987e-001  1.17876357407e+000  6.63885375740e-001  5.50319030745e-001  2.17261432413e-001  1.57502421278e-001  1.17038035415e-002
  2.04800000000e-001  1.00000000000e+000  9.99999999989e-001  9.99999999989e-001  9.99999999989e-001  9.99999999989e-001  9.99999999989e-001  1.17803774504e+000  6.63222317672e-001  5.49874025781e-001  2.16877687437e-001  1.57378406362e-001  1.16235141050e-002
  2.06500000000e-001  1.00000000000e+000  1.00000999199e+000  1.00000999199e+000  1.00000999199e+000  1.00000999199e+000  1.00000999199e+000  1.17725980246e+000  6.62511650872e-001  5.49396895553e-001  2.16466414121e-001  1.57245294472e-001  1.15375349636e-002
  2.08100000000e-001  1.00000000000e+000  9.99999999986e-001  9.99999999986e-001  9.99999999986e-001  9.99999999986e-001  9.99999999986e-001  1.17651937390e+000  6.61835462775e-001  5.48942680321e-001  2.16075285356e-001  1.57118383153e-001  1.14558778187e-002
  2.09700000000e-001  1.00000000000e+000  9.99999999987e-001  9.99999999987e-001  9.99999999987e-001  9.99999999987e-001  9.99999999987e-001  1.17577279394e+000  6.61153649986e-001  5.48484526161e-001  2.15680923590e-001  1.56990237288e-001  1.13736107941e-002
  2.11300000000e-001  1.00000000000e+000  9.99999999987e-001  9.99999999987e-001  9.99999999987e-001  9.99999999987e-001  9.99999999987e-001  1.17501938985e+000  6.60465671999e-001  5.48022042709e-001  2.15283075586e-001  1.56860725748e-001  1.12906979880e-002
  2.12900000000e-001  1.00000000000e+000  9.99999999987e-001  9.99999999987e-001  9.99999999987e-001  9.99999999987e-001  9.99999999987e-001  1.17425913760e+000  6.59771508337e-001  5.47555212239e-001  2.14881731666e-001  1.56729840187e-001  1.12071394043e-002
  2.14500000000e-001  1.00000000000e+000  9.99999999989e-001  9.99999999989e-001  9.99999999989e-001  9.99999999989e-001  9.99999999989e-001  1.17349201306e+000  6.59071138408e-001  5.47084016934e-001  2.14476882119e-001  1.56597572216e-001  1.11229350604e-002
  2.16100000000e-001  1.00000000000e+000  9.99999999983e-001  9.99999999983e-001  9.99999999983e-001  9.99999999983e-001  9.99999999983e-001  1.17271799194e+000  6.58364541513e-001  5.46608438885e-001  2.14068517199e-001  1.56463913398e-001  1.10380849882e-002
  2.17700000000e-001  1.00000000000e+000  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  1.17193704984e+000  6.57651696844e-001  5.46128460091e-001  2.13656627128e-001  1.56328855254e-001  1.09525892343e-002
  2.19400000000e-001  1.00000000000e+000  1.00000444088e+000  1.00000444088e+000  1.00000444088e+000  1.00000444088e+000  1.00000444088e+000  1.17109997616e+000  6.56887661563e-001  5.45613806029e-001  2.13215228711e-001  1.56183867795e-001  1.08610584894e-002
  2.21000000000e-001  1.00000000000e+000  9.99988342645e-001  9.99988342645e-001  9.99988342645e-001  9.99988342645e-001  9.99988342645e-001  1.17030363772e+000  6.56161026221e-001  5.45124093366e-001  2.12795644492e-001  1.56045698658e-001  1.07741736053e-002
  2.22600000000e-001  1.00000000000e+000  1.00000999200e+000  1.00000999200e+000  1.00000999200e+000  1.00000999200e+000  1.00000999200e+000  1.16950275111e+000  6.55430044784e-001  5.44631331353e-001  2.12373425344e-001  1.55906568044e-001  1.06867783646e-002
  2.24200000000e-001  1.00000000000e+000  9.99999999989e-001  9.99999999989e-001  9.99999999989e-001  9.99999999989e-001  9.99999999989e-001  1.16869279094e+000  6.54691081846e-001  5.44132915140e-001  2.11946869517e-001  1.55765614197e-001  1.05986245728e-002
  2.25800000000e-001  1.00000000000e+000  9.99999999984e-001  9.99999999984e-001  9.99999999984e-001  9.99999999984e-001  9.99999999984e-001  1.16787643234e+000  6.53946284606e-001  5.43630378129e-001  2.11516982193e-001  1.55623340283e-001  1.05098613153e-002
  2.27400000000e-001  1.00000000000e+000  9.99999999984e-001  9.99999999984e-001  9.99999999984e-001  9.99999999984e-001  9.99999999984e-001  1.16705300213e+000  6.53195111157e-001  5.43123329356e-001  2.11083509788e-001  1.55479614719e-001  1.04204529870e-002
  2.29000000000e-001  1.00000000000e+000  9.99999999984e-001  9.99999999984e-001  9.99999999984e-001  9.99999999984e-001  9.99999999984e-001  1.16622247504e+000  6.52437539947e-001  5.42611750210e-001  2.10646442320e-001  1.55334428727e-001  1.03303997466e-002
  2.30600000000e-001  1.00000000000e+000  9.99999999984e-001  9.99999999984e-001  9.99999999984e-001  9.99999999984e-001  9.99999999984e-001  1.16538482569e+000  6.51673549328e-001  5.42095621993e-001  2.10205769780e-001  1.55187773490e-001  1.02397017694e-002
  2.32300000000e-001  1.00000000000e+000  1.00001165733e+000  1.00001165733e+000  1.00001165733e+000  1.00001165733e+000  1.00001165733e+000  1.16448774619e+000  6.50855358630e-001  5.41542664608e-001  2.09733878150e-001  1.55030475869e-001  1.01426705394e-002
  2.33900000000e-001  1.00000000000e+000  9.99989452866e-001  9.99989452866e-001  9.99989452866e-001  9.99989452866e-001  9.99989452866e-001  1.16363388779e+000  6.50076902141e-001  5.41016267385e-001  2.09285197008e-001  1.54880489275e-001  1.00505642123e-002
  2.35500000000e-001  1.00000000000e+000  1.00000444088e+000  1.00000444088e+000  1.00000444088e+000  1.00000444088e+000  1.00000444088e+000  1.16277523833e+000  6.49293897418e-001  5.40486648793e-001  2.08833786910e-001  1.54729463497e-001  9.95794645507e-003
  2.37100000000e-001  1.00000000000e+000  9.99988342638e-001  9.99988342638e-001  9.99988342638e-001  9.99988342638e-001  9.99988342638e-001  1.16190734858e+000  6.48502764313e-001  5.39951246498e-001  2.08377972829e-001  1.54576550014e-001  9.86457404160e-003
  2.38700000000e-001  1.00000000000e+000  1.00000999199e+000  1.00000999199e+000  1.00000999199e+000  1.00000999199e+000  1.00000999199e+000  1.16103465107e+000  6.47707068006e-001  5.39412605102e-001  2.07919423135e-001  1.54422586199e-001  9.77069255244e-003
  2.40300000000e-001  1.00000000000e+000  9.99999999984e-001  9.99999999984e-001  9.99999999984e-001  9.99999999984e-001  9.99999999984e-001  1.16015262577e+000  6.46903169859e-001  5.38868121238e-001  2.07456435657e-001  1.54266709784e-001  9.67605506510e-003
  2.41900000000e-001  1.00000000000e+000  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  1.15926394273e+000  6.46093217444e-001  5.38319326132e-001  2.06990015467e-001  1.54109423616e-001  9.58081018891e-003
  2.43500000000e-001  1.00000000000e+000  9.99999999995e-001  9.99999999995e-001  9.99999999995e-001  9.99999999995e-001  9.99999999995e-001  1.15836792861e+000  6.45276667566e-001  5.37765828365e-001  2.06519908741e-001  1.53950595710e-001  9.48492266268e-003
  2.45200000000e-001  1.00000000000e+000  1.00000055509e+000  1.00000055509e+000  1.00000055509e+000  1.00000055509e+000  1.00000055509e+000  1.15740788730e+000  6.44401858232e-001  5.37172583245e-001  2.06016383141e-001  1.53780148355e-001  9.38234037470e-003
  2.46800000000e-001  1.00000000000e+000  9.99995559088e-001  9.99995559088e-001  9.99995559088e-001  9.99995559088e-001  9.99995559088e-001  1.15649634607e+000  6.43571369463e-001  5.36609138971e-001  2.05538518924e-001  1.53618050222e-001  9.28511075073e-003
  2.48400000000e-001  1.00000000000e+000  1.00001165734e+000  1.00001165734e+000  1.00001165734e+000  1.00001165734e+000  1.00001165734e+000  1.15557875744e+000  6.42735313865e-001  5.36041717575e-001  2.05057451349e-001  1.53454641597e-001  9.18731453898e-003
  2.50000000000e-001  1.00000000000e+000  9.99989452884e-001  9.99989452884e-001  9.99989452884e-001  9.99989452884e-001  9.99989452884e-001  1.15465125191e+000  6.41890571763e-001  5.35468088788e-001  2.04571721720e-001  1.53289182813e-001  9.08874119920e-003
  2.51600000000e-001  1.00000000000e+000  1.00000444089e+000  1.00000444089e+000  1.00000444089e+000  1.00000444089e+000  1.00000444089e+000  1.15371868657e+000  6.41041056706e-001  5.34891042617e-001  2.04083160864e-001  1.53122592950e-001  8.98965922138e-003
  2.53200000000e-001  1.00000000000e+000  9.99988342655e-001  9.99988342655e-001  9.99988342655e-001  9.99988342655e-001  9.99988342655e-001  1.15277661813e+000  6.40183185453e-001  5.34308018462e-001  2.03590093450e-001  1.52954023045e-001  8.88982673372e-003
  2.54800000000e-001  1.00000000000e+000  1.00000999200e+000  1.00000999200e+000  1.00000999200e+000  1.00000999200e+000  1.00000999200e+000  1.15182947096e+000  6.39320524541e-001  5.33721557728e-001  2.03094187869e-001  1.52784310218e-001  8.78948835953e-003
  2.56500000000e-001  1.00000000000e+000  9.99999999986e-001  9.99999999986e-001  9.99999999986e-001  9.99999999986e-001  9.99999999986e-001  1.15081272424e+000  6.38394795842e-001  5.33091889103e-001  2.02562353642e-001  1.52601813163e-001  8.68206146407e-003
  2.58100000000e-001  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.14984858248e+000  6.37516994163e-001  5.32494575489e-001  2.02058135348e-001  1.52428489738e-001  8.58032848272e-003
  2.59700000000e-001  1.00000000000e+000  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  1.14887683793e+000  6.36632363360e-001  5.31892359843e-001  2.01550126909e-001  1.52253530351e-001  8.47795737334e-003
  2.61300000000e-001  1.00000000000e+000  1.00000055511e+000  1.00000055511e+000  1.00000055511e+000  1.00000055511e+000  1.00000055511e+000  1.14789749910e+000  6.35740909076e-001  5.31285242770e-001  2.01038331594e-001  1.52076932353e-001  8.37495067418e-003
  2.62900000000e-001  1.00000000000e+000  9.99995559102e-001  9.99995559102e-001  9.99995559102e-001  9.99995559102e-001  9.99995559102e-001  1.14691014410e+000  6.34842289369e-001  5.30672977119e-001  2.00522590213e-001  1.51898611142e-001  8.27128739368e-003
  2.64500000000e-001  1.00000000000e+000  1.00001165734e+000  1.00001165734e+000  1.00001165734e+000  1.00001165734e+000  1.00001165734e+000  1.14591646648e+000  6.33937870859e-001  5.30056533469e-001  2.00003542320e-001  1.51718884875e-001  8.16706233810e-003
  2.66100000000e-001  1.00000000000e+000  9.99989452867e-001  9.99989452867e-001  9.99989452867e-001  9.99989452867e-001  9.99989452867e-001  1.14491260246e+000  6.33024531187e-001  5.29433683252e-001  1.99479729065e-001  1.51537013521e-001  8.06206627020e-003
  2.67700000000e-001  1.00000000000e+000  1.00000444088e+000  1.00000444088e+000  1.00000444088e+000  1.00000444088e+000  1.00000444088e+000  1.14390339978e+000  6.32106185578e-001  5.28807212936e-001  1.98952981368e-001  1.51353915948e-001  7.95656656127e-003
  2.69400000000e-001  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.14282129475e+000  6.31121743067e-001  5.28135326893e-001  1.98388594628e-001  1.51157268816e-001  7.84370622021e-003
  2.71000000000e-001  1.00000000000e+000  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  1.14179507200e+000  6.30188213619e-001  5.27497916999e-001  1.97853525885e-001  1.50970484071e-001  7.73684613217e-003
  2.72600000000e-001  1.00000000000e+000  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  1.14076102361e+000  6.29247665055e-001  5.26855441984e-001  1.97314584216e-001  1.50781986197e-001  7.62935327015e-003
  2.74200000000e-001  1.00000000000e+000  9.99999999986e-001  9.99999999986e-001  9.99999999986e-001  9.99999999986e-001  9.99999999986e-001  1.13971912159e+000  6.28300073514e-001  5.26207881394e-001  1.96771759372e-001  1.50591765510e-001  7.52122841781e-003
  2.75800000000e-001  1.00000000000e+000  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  1.13866933788e+000  6.27345415071e-001  5.25555214726e-001  1.96225041113e-001  1.50399812304e-001  7.41247238650e-003
  2.77400000000e-001  1.00000000000e+000  1.00000055510e+000  1.00000055510e+000  1.00000055510e+000  1.00000055510e+000  1.00000055510e+000  1.13761168014e+000  6.26383694718e-001  5.24897442057e-001  1.95674432749e-001  1.50206123678e-001  7.30308796858e-003
  2.79000000000e-001  1.00000000000e+000  1.00001165732e+000  1.00001165732e+000  1.00001165732e+000  1.00001165732e+000  1.00001165732e+000  1.13654676438e+000  6.25415410005e-001  5.24234913909e-001  1.95120167756e-001  1.50010812772e-001  7.19311116250e-003
  2.80600000000e-001  1.00000000000e+000  9.99990007989e-001  9.99990007989e-001  9.99990007989e-001  9.99990007989e-001  9.99990007989e-001  1.13547177085e+000  6.24438276603e-001  5.23566001537e-001  1.94561179913e-001  1.49813337297e-001  7.08239064234e-003
  2.82300000000e-001  1.00000000000e+000  9.99999999986e-001  9.99999999986e-001  9.99999999986e-001  9.99999999986e-001  9.99999999986e-001  1.13432295686e+000  6.23393945478e-001  5.22850821974e-001  1.93963749021e-001  1.49601984074e-001  6.96417836868e-003
  2.83900000000e-001  1.00000000000e+000  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  1.13323283901e+000  6.22403141644e-001  5.22171989669e-001  1.93397163623e-001  1.49401110280e-001  6.85224047525e-003
  2.85500000000e-001  1.00000000000e+000  9.99999999986e-001  9.99999999986e-001  9.99999999986e-001  9.99999999986e-001  9.99999999986e-001  1.13213466793e+000  6.21405124665e-001  5.21487926118e-001  1.92826622994e-001  1.49198444685e-001  6.73967693835e-003
  2.87100000000e-001  1.00000000000e+000  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  1.13102841510e+000  6.20399870237e-001  5.20798610545e-001  1.92252116993e-001  1.48993977442e-001  6.62648877674e-003
  2.88700000000e-001  1.00000000000e+000  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  1.12991405195e+000  6.19387354005e-001  5.20104022138e-001  1.91673635499e-001  1.48787698692e-001  6.51267704005e-003
  2.90300000000e-001  1.00000000000e+000  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  1.12879154987e+000  6.18367551571e-001  5.19404140058e-001  1.91091168413e-001  1.48579598559e-001  6.39824280951e-003
  2.91900000000e-001  1.00000000000e+000  1.00000055510e+000  1.00000055510e+000  1.00000055510e+000  1.00000055510e+000  1.00000055510e+000  1.12766091591e+000  6.17340467483e-001  5.18698964028e-001  1.90504719197e-001  1.48369673978e-001  6.28318914083e-003
  2.93500000000e-001  1.00000000000e+000  9.99995559110e-001  9.99995559110e-001  9.99995559110e-001  9.99995559110e-001  9.99995559110e-001  1.12652172837e+000  6.16305758349e-001  5.17988246603e-001  1.89914128872e-001  1.48157839946e-001  6.16749581830e-003
  2.95200000000e-001  1.00000000000e+000  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  1.12530295608e+000  6.15198824511e-001  5.17227601563e-001  1.89282464129e-001  1.47930857709e-001  6.04392748801e-003
  2.96800000000e-001  1.00000000000e+000  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  1.12414709420e+000  6.14149170102e-001  5.16505999019e-001  1.88683702214e-001  1.47715256351e-001  5.92697616273e-003
  2.98400000000e-001  1.00000000000e+000  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  1.12298294775e+000  6.13092105337e-001  5.15778996869e-001  1.88080903955e-001  1.47497783401e-001  5.80940831471e-003
  3.00000000000e-001  1.00000000000e+000  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  1.12181048781e+000  6.12027605578e-001  5.15046574115e-001  1.87474059412e-001  1.47278428904e-001  5.69122522473e-003
  3.01600000000e-001  1.00000000000e+000  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  1.12062968544e+000  6.10955646153e-001  5.14308709741e-001  1.86863158677e-001  1.47057182897e-001  5.57242820807e-003
  3.03200000000e-001  1.00000000000e+000  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  1.11944051166e+000  6.09876202361e-001  5.13565382713e-001  1.86248191875e-001  1.46834035407e-001  5.45301861489e-003
  3.04800000000e-001  1.00000000000e+000  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  1.11824293745e+000  6.08789249470e-001  5.12816571981e-001  1.85629149163e-001  1.46608976455e-001  5.33299783064e-003
  3.06500000000e-001  1.00000000000e+000  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  1.11696127800e+000  6.07626106586e-001  5.12014928505e-001  1.84966939331e-001  1.46367745749e-001  5.20480765371e-003
  3.08100000000e-001  1.00000000000e+000  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  1.11574628614e+000  6.06523587956e-001  5.11254741091e-001  1.84339459135e-001  1.46138712851e-001  5.08353081672e-003
  3.09700000000e-001  1.00000000000e+000  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  1.11452280481e+000  6.05413484323e-001  5.10489005424e-001  1.83707873125e-001  1.45907737882e-001  4.96164725582e-003
